datetime,price,size,pnl,commission,pnlcomm
2015-02-04,237.97,0.0,-1336.1519177051205,117.08817520650592,-1453.2400929116263
2015-03-25,227.0,0.0,2590.4625879715522,123.20099692095908,2467.2615910505933
2015-05-28,247.68,0.0,-1506.8131968705939,117.9612496519342,-1624.774446522528
2015-05-31,236.46,0.0,-552.458638364729,117.92412110843992,-670.382759473169
2015-08-08,229.08,0.0,6442.109095202354,131.11040297141463,6310.99869223094
2015-09-22,261.71,0.0,-4272.752795266535,117.23876145662169,-4389.9915567231565
2015-11-20,230.08,0.0,12655.601904473278,146.0952289538688,12509.50667551941
2016-01-04,322.04999999999995,0.0,11458.138194781908,158.65633177413292,11299.481863007775
2016-01-16,434.17,0.0,-6368.146218123083,136.37294545090487,-6504.5191635739875
2016-03-11,387.28,0.0,2624.485884105399,146.81037750586233,2477.6755065995367
2016-05-20,419.14,0.0,1479.7779231295403,147.5362734920667,1332.2416496374735
2016-07-02,442.84,0.0,19111.275680403633,184.32306186635205,18926.95261853728
2016-07-08,702.48,0.0,-7625.608179452083,321.70976705996657,-7947.31794651205
2016-07-28,663.0,0.0,-471.0228947248214,157.7812981508586,-628.80419287568
2016-09-29,654.84,0.0,-3081.5588089758244,152.38553455016665,-3233.944343525991
2017-01-15,605.59,0.0,13644.393896745414,181.78621218333907,13462.607684562076
2017-03-19,821.8600000000001,0.0,7644.536235738285,185.62223095606038,7458.914004782224
2017-06-29,1017.9700000000001,0.0,67931.90002953183,315.25621417140997,67616.64381536041
2017-09-14,2541.59,0.0,33902.5332157345,328.1754970891571,33574.35771864534
2017-12-30,3227.7899999999995,0.0,258698.650008423,817.9765423136305,257880.67346610935
2018-03-13,12640.000000000002,0.0,-42485.235395227246,524.447901405862,-43009.683296633106
2018-05-16,9152.07,0.0,-10222.902346184565,538.0589581744252,-10760.961304358989
2018-08-09,8337.77,0.0,-33528.97972956839,477.3884956790473,-34006.36822524744
2018-09-13,6544.98,0.0,-4202.94357831744,495.9843335395123,-4698.927911856953
2018-10-12,6482.95,0.0,-6346.864336507231,485.76357349070463,-6832.627909997936
2018-11-14,6182.03,0.0,1463.6903725892575,493.1659176032566,970.5244549860009
2019-01-16,5592.23,0.0,-44265.52846774076,402.7938831742862,-44668.32235091505
2019-06-11,3609.5,0.0,133918.64165184944,706.4267659087184,133212.21488594072
2019-07-19,7915.7,0.0,51374.25141157977,700.1807393182223,50674.07067226154
2019-08-22,10533.71,0.0,-6407.737122739886,645.4533991635309,-7053.190521903417
2019-09-24,10112.45,0.0,-6857.288538751432,636.2431273343153,-7493.531666085747
2019-11-17,8536.71,0.0,-959.1629960415097,639.0285499325939,-1598.1915459741035
2020-01-03,8499.53,0.0,-29207.114568900262,580.6434451040527,-29787.758014004314
2020-02-27,7332.579999999999,0.0,29716.341480518535,662.2794344622104,29054.062046056326
2020-05-30,8816.5,0.0,11074.92161953657,660.3122984440934,10414.609321092477
2020-06-21,9705.1,0.0,-5852.135406698423,638.9307704049079,-6491.066177103331
2020-07-17,9287.89,0.0,-2656.650573881356,637.8845691330346,-3294.535143014391
2020-08-29,9150.51,0.0,41661.05447513959,721.8199011818642,40939.23457395772
2021-01-27,11471.71,0.0,315584.95588012977,1319.1146934023247,314265.84118672746
2021-03-07,30427.34,0.0,161841.8430566886,1388.0898953977207,160453.7531612909
2021-04-24,50952.55,0.0,1388.058878484415,1258.8837353561698,129.17514312824505
2021-05-13,50126.34,0.0,-4431.00392237546,1247.9494741432404,-5678.9533965187
2021-06-24,49711.64,0.0,-100710.69693188851,1048.8229078976287,-101759.51983978614
2021-09-14,34652.68,0.0,84078.31990090222,1296.223132093943,82782.09676880827
2021-11-21,47123.81,0.0,82465.53473677563,1392.5658551745014,81072.96888160113
2022-01-03,58679.26999999999,0.0,-64252.00496335963,1195.7047676308373,-65447.709730990464
2022-02-25,46464.01,0.0,-54343.905560691586,1137.769472484865,-55481.67503317645
2022-03-01,43185.48,7.515395185796177,29632.00075436459,589.847895467865,29042.152858896727
